0, 65582, 1.984375
1, 71894, 2.1875
2, 83006, 2.53125
3, 52634, 1.59375
4, 88536, 3.0
5, 63852, 1.984375
6, 66391, 2.046875
7, 55157, 1.578125
8, 74664, 2.265625
9, 65582, 1.984375
10, 66006, 1.921875
11, 80329, 2.21875
12, 59329, 2.03125
13, 41865, 1.296875
14, 76267, 2.484375
15, 33197, 1.015625
16, 14369, 0.421875
17, 14844, 0.4375
18, 4, 0.0
19, 38953, 1.171875
20, 66068, 2.0625
21, 83199, 2.5
22, 74596, 2.390625
23, 81349, 2.359375
24, 70017, 2.28125
25, 69318, 2.15625
26, 60515, 1.859375
27, 68521, 2.171875
28, 64066, 1.84375
29, 15775, 0.46875
30, 66062, 2.203125
31, 70920, 2.359375
32, 55711, 1.890625
33, 57518, 1.84375
34, 67827, 2.140625
35, 52865, 1.78125
1, 65582, 1.2767769999999814
2, 71894, 1.4055210000000216
3, 83006, 1.564503000000002
4, 52634, 0.9819709999999873
2, 71894, 1.3663840000000391
3, 83006, 1.5726139999999873
4, 52634, 0.9658919999999966
5, 88536, 1.6901530000000093
3, 83006, 1.5726410000000328
4, 52634, 0.9749300000000289
5, 88536, 1.6800269999999955
6, 63852, 1.1995130000000245
4, 52634, 0.9588889999999992
5, 88536, 1.6940040000000067
6, 63852, 1.185879
7, 66391, 1.2430769999999711
5, 88536, 1.6770609999999806
6, 63852, 1.2115370000000212
7, 66391, 1.2421240000000466
8, 55157, 1.0254429999999957
6, 63852, 1.2075080000000185
7, 66391, 1.263659999999959
8, 55157, 1.0157750000000192
9, 74664, 1.4128709999999955
7, 66391, 1.2462850000000003
8, 55157, 1.0113680000000045
9, 74664, 1.4030140000000415
10, 0, 0.005150000000014643
8, 55157, 1.0217379999999707
9, 74664, 1.4094949999999926
10, 0, 0.004648000000031516
11, 66006, 1.245789000000002
9, 74664, 1.406203000000005
10, 0, 0.00490100000001803
11, 66006, 1.233001999999999
12, 80329, 1.5427709999999593
10, 0, 0.005191000000024815
11, 66006, 1.260120000000029
12, 80329, 1.5345670000000382
13, 59329, 1.1094889999999964
11, 66006, 1.2582179999999994
12, 80329, 1.5374180000000024
13, 59329, 1.1228730000000269
14, 41865, 0.7789300000000026
12, 80329, 1.5677390000000173
13, 59329, 1.1202759999999898
14, 41865, 0.7818100000000072
15, 76267, 1.461100999999985
13, 59329, 1.125994999999989
14, 41865, 0.7921709999999962
15, 76267, 1.4648619999999823
16, 33197, 0.6093559999999911
14, 41865, 0.7908460000000446
15, 76267, 1.4818109999999933
16, 33197, 0.6201269999999681
17, 14369, 0.27824700000002167
15, 76267, 1.459553000000028
16, 33197, 0.6104739999999538
17, 14369, 0.2722320000000309
18, 14844, 0.28163000000000693
16, 33197, 0.6258310000000051
17, 14369, 0.2746389999999792
18, 14844, 0.2727130000000102
19, 4, 0.004882999999949789
17, 14369, 0.2766449999999736
18, 14844, 0.2938599999999951
19, 4, 0.00445499999995036
20, 38953, 0.7258699999999862
18, 14844, 0.29602299999999104
19, 4, 0.0047700000000077125
20, 38953, 0.7234439999999722
21, 66068, 1.2610770000000002
19, 4, 0.0049539999999979045
20, 38953, 0.739734999999996
21, 66068, 1.2719429999999647
22, 83199, 1.5899319999999761
20, 38953, 0.7331570000000056
21, 66068, 1.2575140000000147
22, 83199, 1.5712009999999736
23, 74596, 1.4064940000000092
21, 66068, 1.2574940000000083
22, 83199, 1.5627210000000105
23, 74596, 1.418799999999976
24, 81349, 1.5508629999999926
22, 83199, 1.5962010000000078
23, 74596, 1.3975220000000377
24, 81349, 1.5375349999999912
25, 70017, 1.319708999999989
23, 74596, 1.3934820000000059
24, 81349, 1.52864500000004
25, 70017, 1.3289899999999761
26, 69318, 1.311616000000015
24, 81349, 1.5501509999999712
25, 70017, 1.308072999999979
26, 69318, 1.2956340000000068
27, 60515, 1.130237999999963
25, 70017, 1.3299770000000422
26, 69318, 1.307956000000047
27, 60515, 1.145571000000018
28, 68521, 1.3193850000000111
26, 69318, 1.3139869999999974
27, 60515, 1.1311919999999986
28, 68521, 1.3059660000000122
29, 64066, 1.2093029999999771
27, 60515, 1.144816999999989
28, 68521, 1.2936809999999923
29, 64066, 1.2050140000000056
30, 15775, 0.3106159999999818
28, 68521, 1.3107650000000035
29, 64066, 1.2069119999999884
30, 15775, 0.30716800000004696
31, 66062, 1.260875999999996
29, 64066, 1.2124999999999773
30, 15775, 0.3033629999999903
31, 66062, 1.2547400000000266
32, 70920, 1.371774999999957
30, 15775, 0.3130140000000097
31, 66062, 1.266255000000001
32, 70920, 1.3524979999999687
33, 55711, 1.0452290000000062
31, 66062, 1.2608450000000175
32, 70920, 1.3392660000000092
33, 55711, 1.0407779999999889
34, 57518, 1.090517000000034
32, 70920, 1.365951999999993
33, 55711, 1.0401790000000233
34, 57518, 1.0772979999999848
35, 67827, 1.2878000000000043
33, 55711, 1.0567660000000387
34, 57518, 1.0858089999999834
35, 67827, 1.2947850000000471
36, 52865, 0.9927379999999744
